Subject,ROI,Cluster,ACW_s,ACW_grand_mean_s,Condition
sub-007,rostralmiddlefrontal-lh,3,0.0129296875,0.01642578125,EO
sub-007,rostralmiddlefrontal-rh,3,0.00890625,0.01642578125,EO
sub-007,superiorfrontal-lh,3,0.0213671875,0.01642578125,EO
sub-007,superiorfrontal-rh,3,0.0251171875,0.01642578125,EO
sub-007,superiorparietal-lh,2,0.0231640625,0.01642578125,EO
sub-007,superiorparietal-rh,2,0.019375,0.01642578125,EO
sub-007,supramarginal-lh,2,0.015390625,0.01642578125,EO
sub-007,supramarginal-rh,2,0.0223046875,0.01642578125,EO
sub-008,bankssts-lh,1,0.05275297619047619,0.04166074810606061,EO
sub-008,bankssts-rh,1,0.09215029761904762,0.04166074810606061,EO
sub-008,caudalmiddlefrontal-lh,3,0.017299107142857144,0.04166074810606061,EO
sub-008,caudalmiddlefrontal-rh,3,0.07377232142857143,0.04166074810606061,EO
sub-008,cuneus-lh,1,0.02340029761904762,0.04166074810606061,EO
sub-008,cuneus-rh,1,0.019903273809523808,0.04166074810606061,EO
sub-008,frontalpole-lh,3,0.03716517857142857,0.04166074810606061,EO
sub-008,frontalpole-rh,3,0.04326636904761905,0.04166074810606061,EO
sub-008,fusiform-lh,1,0.01960565476190476,0.04166074810606061,EO
sub-008,fusiform-rh,1,0.03936011904761905,0.04166074810606061,EO
sub-008,inferiorparietal-lh,2,0.05137648809523809,0.04166074810606061,EO
sub-008,inferiorparietal-rh,2,0.05710565476190476,0.04166074810606061,EO
sub-008,inferiortemporal-lh,1,0.021986607142857145,0.04166074810606061,EO
sub-008,inferiortemporal-rh,1,0.03723958333333333,0.04166074810606061,EO
sub-008,insula-lh,4,0.015625,0.04166074810606061,EO
sub-008,insula-rh,4,0.027046130952380953,0.04166074810606061,EO
sub-008,lateraloccipital-lh,1,0.07860863095238095,0.04166074810606061,EO
sub-008,lateraloccipital-rh,1,0.019270833333333334,0.04166074810606061,EO
sub-008,lingual-lh,1,0.029613095238095237,0.04166074810606061,EO
sub-008,lingual-rh,1,0.029575892857142856,0.04166074810606061,EO
sub-008,middletemporal-lh,1,0.03043154761904762,0.04166074810606061,EO
sub-008,middletemporal-rh,1,0.050148809523809526,0.04166074810606061,EO
sub-008,parsopercularis-lh,3,0.030357142857142857,0.04166074810606061,EO
sub-008,parsopercularis-rh,3,0.1562872023809524,0.04166074810606061,EO
sub-008,parsorbitalis-lh,3,0.035379464285714285,0.04166074810606061,EO
sub-008,parsorbitalis-rh,3,0.041666666666666664,0.04166074810606061,EO
sub-008,parstriangularis-lh,3,0.017819940476190475,0.04166074810606061,EO
sub-008,parstriangularis-rh,3,0.09970238095238096,0.04166074810606061,EO
sub-008,pericalcarine-lh,1,0.030133928571428572,0.04166074810606061,EO
sub-008,pericalcarine-rh,1,0.03009672619047619,0.04166074810606061,EO
sub-008,posteriorcingulate-lh,2,0.020424107142857143,0.04166074810606061,EO
sub-008,posteriorcingulate-rh,2,0.020572916666666666,0.04166074810606061,EO
sub-008,precentral-lh,3,0.02261904761904762,0.04166074810606061,EO
sub-008,precentral-rh,3,0.04341517857142857,0.04166074810606061,EO
sub-008,precuneus-lh,2,0.025744047619047618,0.04166074810606061,EO
sub-008,precuneus-rh,2,0.025,0.04166074810606061,EO
sub-008,rostralmiddlefrontal-lh,3,0.02853422619047619,0.04166074810606061,EO
sub-008,rostralmiddlefrontal-rh,3,0.04546130952380952,0.04166074810606061,EO
sub-008,superiorfrontal-lh,3,0.033370535714285714,0.04166074810606061,EO
sub-008,superiorfrontal-rh,3,0.05357142857142857,0.04166074810606061,EO
sub-008,superiorparietal-lh,2,0.04334077380952381,0.04166074810606061,EO
sub-008,superiorparietal-rh,2,0.04215029761904762,0.04166074810606061,EO
sub-008,supramarginal-lh,2,0.025186011904761905,0.04166074810606061,EO
sub-008,supramarginal-rh,2,0.09553571428571428,0.04166074810606061,EO
sub-009,bankssts-lh,1,0.04293118990384615,0.04660439657998252,EO
sub-009,bankssts-rh,1,0.06325120192307693,0.04660439657998252,EO
sub-009,caudalmiddlefrontal-lh,3,0.06336388221153846,0.04660439657998252,EO
sub-009,caudalmiddlefrontal-rh,3,0.09329927884615384,0.04660439657998252,EO
sub-009,cuneus-lh,1,0.030536358173076924,0.04660439657998252,EO
sub-009,cuneus-rh,1,0.023587740384615384,0.04660439657998252,EO
sub-009,frontalpole-lh,3,0.10404146634615384,0.04660439657998252,EO
sub-009,frontalpole-rh,3,0.07027493990384616,0.04660439657998252,EO
sub-009,fusiform-lh,1,0.027043269230769232,0.04660439657998252,EO
sub-009,fusiform-rh,1,0.029522235576923076,0.04660439657998252,EO
sub-009,inferiorparietal-lh,2,0.05472506009615385,0.04660439657998252,EO
sub-009,inferiorparietal-rh,2,0.0786884014423077,0.04660439657998252,EO
sub-009,inferiortemporal-lh,1,0.019268329326923076,0.04660439657998252,EO
sub-009,inferiortemporal-rh,1,0.03883713942307692,0.04660439657998252,EO
sub-009,insula-lh,4,0.019268329326923076,0.04660439657998252,EO
sub-009,insula-rh,4,0.03155048076923077,0.04660439657998252,EO
sub-009,lateraloccipital-lh,1,0.030573918269230768,0.04660439657998252,EO
sub-009,lateraloccipital-rh,1,0.021334134615384616,0.04660439657998252,EO
sub-009,lingual-lh,1,0.05198317307692308,0.04660439657998252,EO
sub-009,lingual-rh,1,0.058255709134615384,0.04660439657998252,EO
sub-009,middletemporal-lh,1,0.031212439903846152,0.04660439657998252,EO
sub-009,middletemporal-rh,1,0.039400540865384616,0.04660439657998252,EO
sub-009,parsopercularis-lh,3,0.03594501201923077,0.04660439657998252,EO
sub-009,parsopercularis-rh,3,0.07515775240384616,0.04660439657998252,EO
sub-009,parsorbitalis-lh,3,0.041654146634615384,0.04660439657998252,EO
sub-009,parsorbitalis-rh,3,0.05611478365384615,0.04660439657998252,EO
sub-009,parstriangularis-lh,3,0.035531850961538464,0.04660439657998252,EO
sub-009,parstriangularis-rh,3,0.06711989182692307,0.04660439657998252,EO
sub-009,pericalcarine-lh,1,0.06009615384615385,0.04660439657998252,EO
sub-009,pericalcarine-rh,1,0.049203725961538464,0.04660439657998252,EO
sub-009,posteriorcingulate-lh,2,0.024000901442307692,0.04660439657998252,EO
sub-009,posteriorcingulate-rh,2,0.02403846153846154,0.04660439657998252,EO
sub-009,precentral-lh,3,0.03981370192307692,0.04660439657998252,EO
sub-009,precentral-rh,3,0.056640625,0.04660439657998252,EO
sub-009,precuneus-lh,2,0.03958834134615385,0.04660439657998252,EO
sub-009,precuneus-rh,2,0.018892728365384616,0.04660439657998252,EO
sub-009,rostralmiddlefrontal-lh,3,0.032827524038461536,0.04660439657998252,EO
sub-009,rostralmiddlefrontal-rh,3,0.09085787259615384,0.04660439657998252,EO
sub-009,superiorfrontal-lh,3,0.051194411057692304,0.04660439657998252,EO
sub-009,superiorfrontal-rh,3,0.0957782451923077,0.04660439657998252,EO
sub-009,superiorparietal-lh,2,0.048753004807692304,0.04660439657998252,EO
sub-009,superiorparietal-rh,2,0.03496844951923077,0.04660439657998252,EO
sub-009,supramarginal-lh,2,0.024076021634615384,0.04660439657998252,EO
sub-009,supramarginal-rh,2,0.025390625,0.04660439657998252,EO
sub-010,bankssts-lh,1,0.021852355072463768,0.028422815107597716,EO
sub-010,bankssts-rh,1,0.01358695652173913,0.028422815107597716,EO
sub-010,caudalmiddlefrontal-lh,3,0.024833937198067632,0.028422815107597716,EO
sub-010,caudalmiddlefrontal-rh,3,0.1211881038647343,0.028422815107597716,EO
sub-010,cuneus-lh,1,0.02370169082125604,0.028422815107597716,EO
sub-010,cuneus-rh,1,0.017096920289855072,0.028422815107597716,EO
sub-010,frontalpole-lh,3,0.012039553140096618,0.028422815107597716,EO
sub-010,frontalpole-rh,3,0.013926630434782608,0.028422815107597716,EO
sub-010,fusiform-lh,1,0.013398248792270532,0.028422815107597716,EO
sub-010,fusiform-rh,1,0.024343297101449276,0.028422815107597716,EO
